Text|Level|RFTagger|parsedText
['Diese Kosten ruf die zweite Repariert und angemalt wird ihre Firma sein haben kosten .', 'Warte mal noch!', 'Liebe']|A|"[""[['Diese', 'PRO', 'Dem', 'Attr', '-', 'Nom', 'Pl', '*'], ['Kosten', 'N', 'Reg', 'Nom', 'Pl', '*'], ['ruf', 'VIMP', 'Full', '2', 'Sg'], ['die', 'ART', 'Def', 'Acc', 'Sg', 'Fem'], ['zweite', 'ADJA', 'Pos', 'Acc', 'Sg', 'Fem'], ['Repariert', 'N', 'Reg', 'Acc', 'Sg', 'Fem'], ['und', 'CONJ', 'Coord', '-'], ['angemalt', 'ADJD', 'Pos'], ['wird', 'VFIN', 'Aux', '3', 'Sg', 'Pres', 'Ind'], ['ihre', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Fem'], ['Firma', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['sein', 'VINF', 'Sein', '-'], ['haben', 'VINF', 'Haben', '-'], ['kosten', 'VINF', 'Full', '-'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Warte', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['mal', 'ADV'], ['noch', 'ADV'], ['!', 'SYM', 'Pun', 'Sent']]"", ""[['Liebe', 'N', 'Reg', 'Nom', 'Sg', 'Fem']]""]"|['(ROOT (S (CS (S (NP (PDAT Diese) (NN Kosten)) (VVFIN ruf) (NP (ART die) (ADJA zweite) (NN Repariert))) (KON und) (S (VVPP angemalt) (VAFIN wird) (NP (PPOSAT ihre) (NN Firma)))) (PPOSAT sein) (VAFIN haben) (VP (VVINF kosten)) ($. .)))', '(ROOT (S (VVFIN Warte) (ADV mal) (ADV noch) ($. !)))', '(ROOT (NUR (NN Liebe)))']
['und später ich bis mit meine Freuden in Disko gegangen.', 'Ich habe viel Fragen für du machen.', 'dies Meine ist oberhalb.']|A|"[""[['und', 'CONJ', 'Coord', '-'], ['später', 'ADV'], ['ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['bis', 'APPR', 'Bis'], ['mit', 'APPR', 'Dat'], ['meine', 'PRO', 'Poss', 'Attr', '-', 'Acc', 'Pl', 'Fem'], ['Freuden', 'N', 'Reg', 'Acc', 'Pl', 'Fem'], ['in', 'APPR', 'In'], ['Disko', 'N', 'Reg', 'Dat', 'Sg', 'Fem'], ['gegangen', 'VPP', 'Full', 'Psp'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['habe', 'VFIN', 'Haben', '1', 'Sg', 'Pres', 'Ind'], ['viel', 'PRO', 'Indef', 'Attr', '-', '*', '*', '*'], ['Fragen', 'N', 'Reg', 'Acc', 'Pl', 'Fem'], ['für', 'APPR', 'Acc'], ['du', 'N', 'Name', '*', '*', '*'], ['machen', 'VINF', 'Full', '-'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['dies', 'PRO', 'Dem', 'Subst', '-', 'Nom', 'Sg', 'Neut'], ['Meine', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Fem'], ['ist', 'VFIN', 'Sein', '3', 'Sg', 'Pres', 'Ind'], ['oberhalb', 'APPR', 'Gen'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (KON und) (VP (ADJD später) (NP (PPER ich)) (PP (APPR bis) (PP (APPR mit) (PPOSAT meine) (NN Freuden))) (PP (APPR in) (NN Disko)) (VVPP gegangen)) ($. .)))', '(ROOT (S (PPER Ich) (VAFIN habe) (VP (NP (PIDAT viel) (NN Fragen) (PP (APPR für) (PPER du))) (VVINF machen)) ($. .)))', '(ROOT (S (NP (AP (PDS dies) (PPOSAT Meine))) (VAFIN ist) (ADJD oberhalb) ($. .)))']
"['Steward , Treu , Alex , und Jordan sind mein Freunde .', 'Meine Geschwister und ich wandern gern .', 'Er sagt: ""']"|A|"[""[['Steward', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['Treu', 'ADJD', 'Pos'], [',', 'SYM', 'Pun', 'Comma'], ['Alex', 'N', 'Name', 'Nom', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['und', 'CONJ', 'Coord', '-'], ['Jordan', 'N', 'Name', 'Nom', 'Sg', 'Masc'], ['sind', 'VFIN', 'Sein', '3', 'Pl', 'Pres', 'Ind'], ['mein', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Masc'], ['Freunde', 'N', 'Reg', 'Nom', 'Pl', 'Masc'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Meine', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Pl', 'Masc'], ['Geschwister', 'N', 'Reg', 'Nom', 'Pl', '*'], ['und', 'CONJ', 'Coord', '-'], ['ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['wandern', 'VFIN', 'Full', '1', 'Pl', 'Pres', 'Ind'], ['gern', 'ADV'], ['.', 'SYM', 'Pun', 'Sent']]"", '[[\'Er\', \'PRO\', \'Pers\', \'Subst\', \'3\', \'Nom\', \'Sg\', \'Masc\'], [\'sagt\', \'VFIN\', \'Full\', \'3\', \'Sg\', \'Pres\', \'Ind\'], [\':\', \'SYM\', \'Pun\', \'Colon\'], [\'""\', \'SYM\', \'Quot\', \'Left\']]']"|"['(ROOT (CS (S (NP (NE Steward) ($, ,) (ADJD Treu)) ($, ,) (NP (NE Alex))) ($, ,) (KON und) (S (NE Jordan) (VAFIN sind) (NP (PPOSAT mein) (NN Freunde))) ($. .)))', '(ROOT (CS (S (NP (PPOSAT Meine) (NN Geschwister))) (KON und) (S (PPER ich) (VVFIN wandern) (ADV gern)) ($. .)))', ""(ROOT (NUR (S (PPER Er) (VVFIN sagt)) ($. :) (XY '')))""]"
['Dank für deine Glückwunschkarte zum neuen Jahr.', 'Wie denkst du?', 'Wir besuchten meine Cousin , Michael .']|A|"[""[['Dank', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], ['für', 'APPR', 'Acc'], ['deine', 'PRO', 'Poss', 'Attr', '-', 'Acc', 'Sg', 'Fem'], ['Glückwunschkarte', 'N', 'Reg', 'Acc', 'Sg', 'Fem'], ['zum', 'APPRART', 'Dat', 'Sg', 'Neut'], ['neuen', 'ADJA', 'Pos', 'Dat', 'Sg', 'Neut'], ['Jahr', 'N', 'Reg', 'Dat', 'Sg', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Wie', 'PROADV', 'Inter'], ['denkst', 'VFIN', 'Full', '2', 'Sg', 'Pres', 'Ind'], ['du', 'PRO', 'Pers', 'Subst', '2', 'Nom', 'Sg', '*'], ['?', 'SYM', 'Pun', 'Sent']]"", ""[['Wir', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Pl', '*'], ['besuchten', 'VFIN', 'Full', '1', 'Pl', 'Past', 'Ind'], ['meine', 'PRO', 'Poss', 'Attr', '-', 'Acc', 'Sg', 'Fem'], ['Cousin', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['Michael', 'N', 'Name', 'Nom', 'Sg', 'Masc'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (NP (NN Dank) (PP (APPR für) (PPOSAT deine) (NN Glückwunschkarte) (PP (APPRART zum) (ADJA neuen) (NN Jahr))) ($. .)))', '(ROOT (S (PWAV Wie) (VAFIN denkst) (NP (PPER du)) ($. ?)))', '(ROOT (S (PPER Wir) (VVFIN besuchten) (NP (PPOSAT meine) (NN Cousin)) ($, ,) (NE Michael) ($. .)))']
['Es handelt von einer Maus , die gern tanzen .', 'Mein Name ist Monogramm .', 'Diana, wann kommst du zu Hause nach Deutschland, komme ich gerne bei dir, weil ich viel Interesses habe was du in Istanbul gesehen hast.']|A|"[""[['Es', 'PRO', 'Pers', 'Subst', '3', 'Nom', 'Sg', 'Neut'], ['handelt', 'VFIN', 'Full', '3', 'Sg', 'Pres', 'Ind'], ['von', 'APPR', 'Dat'], ['einer', 'ART', 'Indef', 'Dat', 'Sg', 'Fem'], ['Maus', 'N', 'Reg', 'Dat', 'Sg', 'Fem'], [',', 'SYM', 'Pun', 'Comma'], ['die', 'PRO', 'Rel', 'Subst', '-', 'Nom', 'Sg', 'Fem'], ['gern', 'ADV'], ['tanzen', 'VINF', 'Full', '-'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Mein', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Masc'], ['Name', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], ['ist', 'VFIN', 'Sein', '3', 'Sg', 'Pres', 'Ind'], ['Monogramm', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Diana', 'N', 'Name', 'Nom', 'Sg', 'Fem'], [',', 'SYM', 'Pun', 'Comma'], ['wann', 'PROADV', 'Inter'], ['kommst', 'VFIN', 'Full', '2', 'Sg', 'Pres', 'Ind'], ['du', 'PRO', 'Pers', 'Subst', '2', 'Nom', 'Sg', '*'], ['zu', 'APPR', 'Dat'], ['Hause', 'N', 'Reg', 'Dat', 'Sg', 'Neut'], ['nach', 'APPR', 'Dat'], ['Deutschland', 'N', 'Name', 'Dat', 'Sg', 'Neut'], [',', 'SYM', 'Pun', 'Comma'], ['komme', 'VFIN', 'Full', '1', 'Sg', 'Pres', 'Ind'], ['ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['gerne', 'ADV'], ['bei', 'APPR', 'Dat'], ['dir', 'PRO', 'Pers', 'Subst', '2', 'Dat', 'Sg', '*'], [',', 'SYM', 'Pun', 'Comma'], ['weil', 'CONJ', 'SubFin', '-'], ['ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['viel', 'PRO', 'Indef', 'Attr', '-', '*', '*', '*'], ['Interesses', 'N', 'Reg', 'Gen', 'Sg', 'Neut'], ['habe', 'VFIN', 'Haben', '1', 'Sg', 'Pres', 'Ind'], ['was', 'PRO', 'Inter', 'Subst', '-', 'Acc', 'Sg', 'Neut'], ['du', 'PRO', 'Pers', 'Subst', '2', 'Nom', 'Sg', '*'], ['in', 'APPR', 'In'], ['Istanbul', 'N', 'Name', 'Dat', 'Sg', 'Neut'], ['gesehen', 'VPP', 'Full', 'Psp'], ['hast', 'VFIN', 'Haben', '2', 'Sg', 'Pres', 'Ind'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (CS (S (PPER Es) (VVFIN handelt) (PP (APPR von) (ART einer) (NN Maus))) ($, ,) (S (PRELS die) (VP (ADV gern) (VVINF tanzen))) ($. .)))', '(ROOT (S (NP (PPOSAT Mein) (NN Name)) (VAFIN ist) (NN Monogramm) ($. .)))', '(ROOT (S (NE Diana) ($, ,) (PWAV wann) (VVFIN kommst) (PPER du) (NP (CS (S (PP (APPR zu) (NN Hause) (PP (APPR nach) (NE Deutschland))) ($, ,) (VVFIN komme) (PPER ich) (ADV gerne) (PP (APPR bei) (PPER dir))) ($, ,) (S (KOUS weil) (PPER ich) (NP (ADV viel) (NN Interesses)) (VAFIN habe)))) (S (PWS was) (PPER du) (VP (PP (APPR in) (NE Istanbul)) (VVPP gesehen)) (VAFIN hast)) ($. .)))']
['Mein Leben auf der Erde ist sehr interessant .', 'Ich habe Kurs', 'Also in den sechste Monate, am 25 Metz Du hast Geburtstag.']|A|"[""[['Mein', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Neut'], ['Leben', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['auf', 'APPR', 'Auf'], ['der', 'ART', 'Def', 'Dat', 'Sg', 'Fem'], ['Erde', 'N', 'Reg', 'Dat', 'Sg', 'Fem'], ['ist', 'VFIN', 'Sein', '3', 'Sg', 'Pres', 'Ind'], ['sehr', 'ADV'], ['interessant', 'ADJD', 'Pos'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['habe', 'VFIN', 'Haben', '1', 'Sg', 'Pres', 'Ind'], ['Kurs', 'N', 'Reg', 'Acc', 'Sg', 'Masc']]"", ""[['Also', 'ADV'], ['in', 'APPR', 'In'], ['den', 'ART', 'Def', 'Dat', 'Pl', 'Masc'], ['sechste', 'ADJA', 'Pos', 'Acc', 'Pl', 'Masc'], ['Monate', 'N', 'Reg', 'Acc', 'Pl', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['am', 'APPRART', 'Dat', 'Sg', 'Masc'], ['25', 'CARD'], ['Metz', 'N', 'Name', 'Dat', 'Sg', 'Neut'], ['Du', 'PRO', 'Pers', 'Subst', '2', 'Nom', 'Sg', '*'], ['hast', 'VFIN', 'Haben', '2', 'Sg', 'Pres', 'Ind'], ['Geburtstag', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (NP (PPOSAT Mein) (NN Leben) (PP (APPR auf) (ART der) (NN Erde))) (VAFIN ist) (AP (ADV sehr) (ADJD interessant)) ($. .)))', '(ROOT (NUR (S (PPER Ich) (VAFIN habe) (NN Kurs))))', '(ROOT (S (PP (ADV Also) (APPR in) (ART den) (ADJA sechste) (NN Monate)) ($, ,) (PP (APPRART am) (MPN (CARD 25) (NE Metz))) (NP (PPER Du)) (VAFIN hast) (NN Geburtstag) ($. .)))']
['Ich habe Deutsch , Englisch , und Mathe .', 'Hallo !', 'Der billigste Flug kostet hin und zurück 165 Euro.']|A|"[""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['habe', 'VFIN', 'Haben', '1', 'Sg', 'Pres', 'Ind'], ['Deutsch', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], [',', 'SYM', 'Pun', 'Comma'], ['Englisch', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], [',', 'SYM', 'Pun', 'Comma'], ['und', 'CONJ', 'Coord', '-'], ['Mathe', 'N', 'Reg', 'Acc', 'Sg', 'Fem'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Hallo', 'ITJ'], ['!', 'SYM', 'Pun', 'Sent']]"", ""[['Der', 'ART', 'Def', 'Nom', 'Sg', 'Masc'], ['billigste', 'ADJA', 'Sup', 'Nom', 'Sg', 'Masc'], ['Flug', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], ['kostet', 'VFIN', 'Full', '3', 'Sg', 'Pres', 'Ind'], ['hin', 'ADV'], ['und', 'CONJ', 'Coord', '-'], ['zurück', 'ADV'], ['165', 'CARD'], ['Euro', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (PPER Ich) (VAFIN habe) (CNP (NN Deutsch) ($, ,) (NN Englisch) ($, ,) (KON und) (NN Mathe)) ($. .)))', '(ROOT (NUR (ITJ Hallo) ($. !)))', '(ROOT (NUR (S (NP (ART Der) (ADJA billigste) (NN Flug)) (VVFIN kostet) (PTKVZ hin)) (S (KON und) (ADV zurück) (NP (CARD 165) (NN Euro))) ($. .)))']
['Lancieren hat eine gute Restaurant Angebot .', 'Die Wohnung ist zweiter Stock, mit Balkon und mit Garage.', 'Manchmal gehe ich in den Zoo und beobachte die Tiere.']|A|"[""[['Lancieren', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['hat', 'VFIN', 'Haben', '3', 'Sg', 'Pres', 'Ind'], ['eine', 'ART', 'Indef', 'Acc', 'Sg', 'Fem'], ['gute', 'ADJA', 'Pos', 'Acc', 'Sg', 'Fem'], ['Restaurant', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], ['Angebot', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Die', 'ART', 'Def', 'Nom', 'Sg', 'Fem'], ['Wohnung', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['ist', 'VFIN', 'Sein', '3', 'Sg', 'Pres', 'Ind'], ['zweiter', 'ADJA', 'Pos', 'Nom', 'Sg', 'Masc'], ['Stock', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['mit', 'APPR', 'Dat'], ['Balkon', 'N', 'Reg', 'Dat', 'Sg', 'Masc'], ['und', 'CONJ', 'Coord', '-'], ['mit', 'APPR', 'Dat'], ['Garage', 'N', 'Reg', 'Dat', 'Sg', 'Fem'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Manchmal', 'ADV'], ['gehe', 'VFIN', 'Full', '1', 'Sg', 'Pres', 'Ind'], ['ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['in', 'APPR', 'In'], ['den', 'ART', 'Def', 'Acc', 'Sg', 'Masc'], ['Zoo', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], ['und', 'CONJ', 'Coord', '-'], ['beobachte', 'VFIN', 'Full', '1', 'Sg', 'Pres', 'Ind'], ['die', 'ART', 'Def', 'Acc', 'Pl', 'Neut'], ['Tiere', 'N', 'Reg', 'Acc', 'Pl', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (NN Lancieren) (VAFIN hat) (NP (ART eine) (ADJA gute) (NN Restaurant)) (NN Angebot) ($. .)))', '(ROOT (S (NP (ART Die) (NN Wohnung)) (VAFIN ist) (NP (ADJA zweiter) (NN Stock)) ($, ,) (CPP (PP (APPR mit) (NN Balkon)) (KON und) (PP (APPR mit) (NN Garage))) ($. .)))', '(ROOT (CS (S (ADV Manchmal) (VVFIN gehe) (PPER ich) (PP (APPR in) (ART den) (NN Zoo))) (KON und) (S (VVFIN beobachte) (NP (ART die) (NN Tiere))) ($. .)))']
['2012 Stadt X herzlich Glückwünsche haben jedes eine Name für Ionen Kind und wegsetzt jedes Ihre Frau jette', 'Ich bin ein Student und die Universität ist sehr teuer !', 'Ich mag gegen sieben Uhr essen .']|A|"[""[['2012', 'CARD'], ['Stadt', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['X', 'SYM', 'Other', 'XY'], ['herzlich', 'ADJD', 'Pos'], ['Glückwünsche', 'N', 'Reg', 'Nom', 'Pl', 'Masc'], ['haben', 'VFIN', 'Haben', '3', 'Pl', 'Pres', 'Ind'], ['jedes', 'PRO', 'Indef', 'Attr', '-', 'Acc', 'Sg', 'Neut'], ['eine', 'PRO', 'Indef', 'Subst', '-', 'Nom', 'Sg', 'Fem'], ['Name', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], ['für', 'APPR', 'Acc'], ['Ionen', 'N', 'Reg', 'Dat', 'Pl', 'Neut'], ['Kind', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], ['und', 'CONJ', 'Coord', '-'], ['wegsetzt', 'VFIN', 'Full', '3', 'Sg', 'Pres', 'Ind'], ['jedes', 'PRO', 'Indef', 'Attr', '-', 'Acc', 'Sg', 'Neut'], ['Ihre', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Fem'], ['Frau', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['jette', 'VFIN', 'Full', '3', 'Sg', 'Pres', 'Subj']]"", ""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['bin', 'VFIN', 'Sein', '1', 'Sg', 'Pres', 'Ind'], ['ein', 'ART', 'Indef', 'Nom', 'Sg', 'Masc'], ['Student', 'N', 'Reg', 'Nom', 'Sg', 'Masc'], ['und', 'CONJ', 'Coord', '-'], ['die', 'ART', 'Def', 'Nom', 'Sg', 'Fem'], ['Universität', 'N', 'Reg', 'Nom', 'Sg', 'Fem'], ['ist', 'VFIN', 'Sein', '3', 'Sg', 'Pres', 'Ind'], ['sehr', 'ADV'], ['teuer', 'ADJD', 'Pos'], ['!', 'SYM', 'Pun', 'Sent']]"", ""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['mag', 'VFIN', 'Mod', '1', 'Sg', 'Pres', 'Ind'], ['gegen', 'APPR', 'Acc'], ['sieben', 'CARD'], ['Uhr', 'N', 'Reg', 'Acc', 'Sg', 'Fem'], ['essen', 'VINF', 'Full', '-'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (NUR (S (NP (AP (CARD 2012)) (NN Stadt) (CS (S (XY X) (PP (S (NP (ADJD herzlich) (NN Glückwünsche)) (VAFIN haben) (NP (PIDAT jedes) (ART eine) (NN Name) (PP (APPR für) (NN Ionen) (NN Kind)))))) (KON und) (S (VVFIN wegsetzt) (NP (AP (PIDAT jedes)) (PPOSAT Ihre) (NN Frau))))) (VVFIN jette))))', '(ROOT (CS (S (PPER Ich) (VAFIN bin) (NP (ART ein) (NN Student))) (KON und) (S (NP (ART die) (NN Universität)) (VAFIN ist) (AP (ADV sehr) (ADJD teuer))) ($. !)))', '(ROOT (S (PPER Ich) (VMFIN mag) (VP (PP (APPR gegen) (CARD sieben) (NN Uhr)) (VVINF essen)) ($. .)))']
['Unser Wohnzimmer hat ein groß Fernseher , einen Couchtisch , einen Sessel , einen DVD-Spieler , ein Sofa , und viele Poster .', 'Wir essen bei Stil .', 'Mehrere Allemal haben mit keinem Antwort abgeschickt .']|A|"[""[['Unser', 'PRO', 'Poss', 'Attr', '-', 'Nom', 'Sg', 'Neut'], ['Wohnzimmer', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['hat', 'VFIN', 'Haben', '3', 'Sg', 'Pres', 'Ind'], ['ein', 'ART', 'Indef', 'Acc', 'Sg', 'Neut'], ['groß', 'ADJD', 'Pos'], ['Fernseher', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['einen', 'ART', 'Indef', 'Acc', 'Sg', 'Masc'], ['Couchtisch', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['einen', 'ART', 'Indef', 'Acc', 'Sg', 'Masc'], ['Sessel', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['einen', 'ART', 'Indef', 'Acc', 'Sg', 'Masc'], ['DVD-Spieler', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], [',', 'SYM', 'Pun', 'Comma'], ['ein', 'ART', 'Indef', 'Acc', 'Sg', 'Neut'], ['Sofa', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], [',', 'SYM', 'Pun', 'Comma'], ['und', 'CONJ', 'Coord', '-'], ['viele', 'PRO', 'Indef', 'Attr', '-', 'Nom', 'Pl', 'Neut'], ['Poster', 'N', 'Reg', 'Nom', 'Pl', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Wir', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Pl', '*'], ['essen', 'VFIN', 'Full', '1', 'Pl', 'Pres', 'Ind'], ['bei', 'APPR', 'Dat'], ['Stil', 'N', 'Reg', 'Dat', 'Sg', 'Masc'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Mehrere', 'PRO', 'Indef', 'Attr', '-', 'Nom', 'Pl', 'Masc'], ['Allemal', 'ADV'], ['haben', 'VFIN', 'Haben', '3', 'Pl', 'Pres', 'Ind'], ['mit', 'APPR', 'Dat'], ['keinem', 'PRO', 'Indef', 'Attr', '-', 'Dat', 'Sg', '*'], ['Antwort', 'N', 'Reg', 'Dat', 'Sg', 'Fem'], ['abgeschickt', 'VPP', 'Full', 'Psp'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (NP (PPOSAT Unser) (NN Wohnzimmer)) (VAFIN hat) (CNP (NP (ART ein) (CAP (ADJD groß)) (NN Fernseher)) ($, ,) (NP (ART einen) (NN Couchtisch)) ($, ,) (NP (ART einen) (NN Sessel)) ($, ,) (NP (ART einen) (NN DVD-Spieler)) ($, ,) (NP (ART ein) (NN Sofa)) ($, ,) (KON und) (NP (PIDAT viele) (NN Poster))) ($. .)))', '(ROOT (S (NP (PPER Wir)) (VP (VVINF essen) (PP (APPR bei) (NN Stil))) ($. .)))', '(ROOT (S (NP (AP (PIAT Mehrere))) (AVP (S (ADV Allemal) (VAFIN haben))) (VP (PP (APPR mit) (PIAT keinem) (NN Antwort)) (VVPP abgeschickt)) ($. .)))']
['Wir gegrillt draußen um Strand auch .', 'Hallo meine Freunden !', 'Ich lerne Deutsch .']|A|"[""[['Wir', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Pl', '*'], ['gegrillt', 'ADJD', 'Pos'], ['draußen', 'ADV'], ['um', 'APPR', 'Acc'], ['Strand', 'N', 'Reg', 'Acc', 'Sg', 'Masc'], ['auch', 'ADV'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['Hallo', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['meine', 'VFIN', 'Full', '3', 'Sg', 'Pres', 'Subj'], ['Freunden', 'N', 'Reg', 'Dat', 'Pl', 'Masc'], ['!', 'SYM', 'Pun', 'Sent']]"", ""[['Ich', 'PRO', 'Pers', 'Subst', '1', 'Nom', 'Sg', '*'], ['lerne', 'VFIN', 'Full', '1', 'Sg', 'Pres', 'Ind'], ['Deutsch', 'N', 'Reg', 'Acc', 'Sg', 'Neut'], ['.', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (NUR (S (NP (PPER Wir)) (VVPP gegrillt)) (S (ADV draußen) (PP (APPR um) (NN Strand) (ADV auch))) ($. .)))', '(ROOT (S (ITJ Hallo) (NP (PPOSAT meine) (NN Freunden)) ($. !)))', '(ROOT (S (PPER Ich) (VVFIN lerne) (NN Deutsch) ($. .)))']
['Mäulchen hatte entdeckt was geschehen war .', '!', 'Sehen Sie diesen Schuhe ?']|A|"[""[['Mäulchen', 'N', 'Reg', 'Nom', 'Sg', 'Neut'], ['hatte', 'VFIN', 'Haben', '3', 'Sg', 'Past', 'Ind'], ['entdeckt', 'ADJD', 'Pos'], ['was', 'PRO', 'Indef', 'Subst', '-', '*', '*', 'Neut'], ['geschehen', 'VPP', 'Full', 'Psp'], ['war', 'VFIN', 'Sein', '3', 'Sg', 'Past', 'Ind'], ['.', 'SYM', 'Pun', 'Sent']]"", ""[['!', 'SYM', 'Pun', 'Sent']]"", ""[['Sehen', 'VFIN', 'Full', '3', 'Pl', 'Pres', 'Ind'], ['Sie', 'PRO', 'Pers', 'Subst', '3', 'Nom', 'Pl', '*'], ['diesen', 'PRO', 'Dem', 'Attr', '-', 'Dat', 'Pl', 'Masc'], ['Schuhe', 'N', 'Reg', 'Dat', 'Pl', 'Masc'], ['?', 'SYM', 'Pun', 'Sent']]""]"|['(ROOT (S (NN Mäulchen) (VAFIN hatte) (VP (VVPP entdeckt) (S (PWS was) (VP (VVPP geschehen)) (VAFIN war))) ($. .)))', '(ROOT (NUR ($. !)))', '(ROOT (S (NN Sehen) (S (NP (PPER Sie)) (NP (PDAT diesen) (NN Schuhe))) ($. ?)))']
